Date,Revenue (in million $),Profit (in million $),Stock Price ($),Market Sentiment,Number of New Customers,Customer Retention Rate (%),Expenses (in million $)
2024,425.95,139.83,225.7,Negative,4944,64.93,64.0
2024,321.72,103.36,282.54,Neutral,1422,77.78,173.74
2025,177.73,32.63,101.65,Positive,1097,88.14,291.56
2026,264.54,44.07,82.3,Neutral,5518,85.84,257.78
2025,123.86,54.48,297.79,Positive,1739,63.93,292.32
2027,284.27,45.25,143.71,Negative,8444,85.03,126.05
2031,207.2,17.53,281.09,Positive,8347,77.48,188.24
2025,459.96,58.73,77.88,Neutral,9928,66.49,250.73
2029,156.68,93.75,204.78,Neutral,9088,70.69,200.27
2032,293.56,123.97,288.47,Negative,9127,88.6,262.61
2032,387.34,95.72,121.4,Negative,9826,77.77,74.92
2024,487.47,104.1,88.44,Negative,9813,66.13,241.68
2024,243.57,66.74,276.39,Negative,7315,84.65,293.15
2029,162.47,24.74,220.85,Negative,1131,70.78,64.36
2028,328.05,25.81,277.23,Negative,7846,82.31,271.27
2027,373.49,41.98,155.75,Positive,6874,69.78,83.39
2023,143.94,69.46,54.45,Neutral,6352,64.23,263.39
2026,340.86,73.55,151.98,Neutral,9791,61.21,273.2
2030,172.59,26.85,85.89,Negative,2219,85.44,237.96
2032,205.88,41.07,218.51,Positive,1846,73.62,173.19
2026,357.58,95.8,229.8,Negative,7113,80.24,292.06
2027,100.57,88.39,197.66,Positive,2979,71.82,100.45
2029,199.87,95.25,221.94,Neutral,8354,76.16,113.61
2031,458.41,130.62,91.01,Negative,6768,62.7,121.64
2028,323.41,62.26,272.18,Positive,1842,80.92,63.06
2029,304.91,120.52,94.84,Positive,6743,68.73,248.59
2031,279.41,60.9,298.69,Neutral,1105,74.18,173.98
2023,236.27,64.48,238.97,Negative,5804,85.96,157.55
2028,289.89,25.4,189.96,Negative,1942,83.9,153.25
2026,224.42,53.61,107.02,Negative,3938,87.18,274.76
2032,157.14,130.68,149.73,Positive,1479,89.71,251.91
2031,236.09,54.54,289.13,Negative,3640,81.72,96.49
2026,154.22,68.21,87.19,Negative,1929,83.56,187.38
2023,475.35,99.37,141.04,Positive,9987,66.39,69.7
2024,199.56,42.84,98.19,Negative,7065,69.84,255.09
2032,285.85,11.91,170.42,Positive,5321,89.33,247.65
2028,444.35,78.37,56.71,Negative,7668,75.93,273.45
2025,421.2,133.11,284.42,Positive,4271,77.06,247.66
2024,470.46,40.2,113.91,Neutral,9623,72.83,254.83
2031,133.9,113.83,223.36,Neutral,5318,67.59,207.22
2024,150.11,95.86,99.86,Neutral,2486,77.9,147.25
2027,272.82,83.91,118.26,Negative,8055,72.72,262.44
2028,426.99,27.12,95.7,Neutral,5910,85.27,146.97
2026,489.5,65.6,199.75,Neutral,1379,64.28,96.83
2029,102.96,124.35,179.24,Positive,8216,72.94,78.9
2031,401.74,40.94,57.03,Negative,8921,64.83,156.57
2027,379.59,73.87,182.79,Positive,9046,64.19,195.85
2032,264.61,94.12,90.07,Positive,4042,75.29,177.7
2025,223.87,51.6,126.45,Negative,8527,80.09,249.69
2032,461.56,16.21,130.61,Negative,1204,79.3,270.55
2027,180.43,137.01,115.99,Neutral,3018,74.57,166.55
2029,414.4,109.6,86.91,Positive,5517,61.16,54.45
2032,201.18,105.67,231.06,Neutral,6839,80.9,199.18
2032,485.25,27.2,113.72,Negative,8876,81.61,225.48
2032,250.8,139.06,59.06,Neutral,9146,81.3,195.55
2029,119.62,25.19,181.17,Neutral,7544,82.09,281.33
2028,119.12,44.5,85.8,Neutral,5581,65.55,59.73
2027,124.74,114.25,56.01,Negative,9463,66.31,224.11
2031,346.52,35.68,219.77,Positive,4171,72.88,265.41
2027,211.54,23.09,102.72,Positive,9465,87.53,69.53
2030,237.78,36.57,262.68,Negative,3866,62.6,79.26
2030,382.91,21.17,150.48,Positive,4672,70.52,118.35
2023,413.39,146.46,196.13,Positive,6938,80.57,221.3
2024,181.71,86.33,241.34,Neutral,5328,79.52,148.72
2023,116.08,116.67,74.9,Negative,1724,67.76,121.17
2024,376.38,105.56,260.4,Neutral,9116,77.8,97.34
2026,129.02,59.66,56.8,Neutral,8769,66.35,121.75
2028,301.13,47.66,199.62,Neutral,7240,87.49,147.09
2031,419.98,147.33,282.91,Neutral,9956,83.18,116.37
2031,329.49,90.68,288.06,Neutral,2821,80.72,193.74
2027,240.28,40.35,196.38,Positive,8597,60.47,66.09
2023,295.78,78.42,69.38,Neutral,2080,77.23,242.09
2027,263.6,83.36,83.72,Positive,3985,64.58,206.71
2031,175.88,57.3,69.47,Positive,5516,60.58,213.36
2027,232.14,86.81,99.9,Neutral,4598,73.96,214.18
2030,493.87,117.87,291.49,Positive,5562,74.21,238.86
2024,485.66,55.44,249.68,Neutral,2887,76.37,94.96
2024,342.93,10.03,251.37,Positive,8378,78.91,160.52
2023,420.25,146.1,103.69,Neutral,5779,73.65,236.94
2026,143.68,34.95,60.33,Positive,4563,74.52,181.32
2030,375.55,135.3,224.84,Neutral,8875,64.69,135.95
2026,218.68,88.79,112.34,Negative,4730,63.32,257.36
2027,174.76,85.88,120.62,Negative,1841,61.9,296.49
2024,156.44,27.63,163.2,Negative,6614,64.0,294.85
2029,376.22,25.95,214.22,Neutral,2744,75.63,121.41
2023,286.87,108.68,127.21,Neutral,7735,67.74,88.17
2025,239.77,108.73,184.34,Negative,5901,79.09,215.0
2027,489.16,75.16,281.63,Negative,9120,67.43,76.0
2029,402.64,126.55,270.15,Negative,7497,85.82,53.85
2026,137.03,109.76,67.4,Positive,3369,74.18,127.68
2032,239.63,28.49,81.65,Negative,7891,66.49,85.2
2031,334.55,20.82,114.47,Negative,2253,70.95,164.51
2029,273.35,74.25,292.39,Positive,6680,60.55,82.14
2032,295.73,123.87,74.69,Negative,1749,76.27,105.55
2023,329.25,146.85,109.23,Neutral,8307,67.7,116.61
2025,470.4,13.33,62.89,Negative,4816,86.2,147.2
2028,132.18,31.91,112.47,Positive,8632,72.32,259.57
2029,307.27,83.05,184.86,Negative,5089,80.65,226.2
2030,140.62,108.69,101.23,Neutral,7792,89.28,284.77
2032,435.05,133.64,166.54,Negative,6835,85.54,158.34
2025,138.24,71.69,219.1,Neutral,6446,75.4,156.35
2025,442.25,77.2,256.79,Negative,7510,87.48,124.46
2032,160.67,21.48,157.9,Negative,9431,74.2,257.32
2025,183.77,142.84,65.2,Negative,2168,69.13,175.04
2028,408.18,124.98,224.69,Negative,8466,83.94,192.24
2026,479.97,13.88,84.87,Neutral,1599,76.14,138.77
2029,381.54,126.39,60.06,Negative,6529,65.48,68.22
2032,313.45,107.4,243.51,Positive,8770,72.84,80.55
2024,172.53,76.61,213.39,Negative,4015,79.1,271.35
2031,258.06,101.53,159.51,Negative,6565,63.8,62.21
2032,114.72,62.9,252.4,Positive,2692,77.47,296.73
2023,264.34,62.02,124.21,Negative,7228,82.21,160.22
2023,222.67,144.62,194.62,Positive,9307,71.17,164.41
2026,493.04,123.08,227.46,Neutral,5403,81.62,155.48
2026,378.54,117.98,248.12,Negative,9103,84.03,114.85
2024,231.53,132.7,260.8,Negative,8658,78.23,180.96
2032,130.26,74.8,297.31,Negative,5318,88.86,244.91
2027,382.61,116.47,180.79,Neutral,1697,84.75,260.97
2026,296.96,36.09,215.22,Negative,2156,64.47,257.38
2031,469.95,138.85,121.98,Negative,4285,83.27,252.21
2029,104.2,116.63,76.65,Positive,1051,83.2,63.01
2023,271.93,18.83,247.29,Neutral,2354,60.87,60.13
2031,131.49,105.21,151.79,Negative,9075,63.3,202.47
2027,345.22,97.96,233.53,Neutral,1149,78.96,189.24
2031,315.34,104.07,74.87,Positive,3108,60.27,136.19
2028,318.64,22.36,298.96,Neutral,1422,60.63,264.66
2031,241.42,110.73,160.53,Neutral,3712,84.11,271.58
2026,158.23,126.36,137.17,Positive,7466,86.82,174.16
2029,167.28,30.14,175.84,Positive,8877,65.13,265.11
2027,264.38,94.29,208.74,Neutral,6447,83.2,110.84
2024,494.17,57.66,127.99,Negative,2892,77.55,103.72
2031,368.28,16.94,185.99,Neutral,9962,75.72,278.7
2027,204.87,39.8,70.13,Neutral,8903,60.41,152.97
2025,494.62,137.65,229.32,Positive,3599,65.61,138.87
2028,187.62,20.07,228.92,Positive,4032,82.98,161.32
2029,232.28,12.09,63.76,Negative,9896,86.56,140.4
2025,496.03,55.15,260.74,Neutral,7589,66.93,148.54
2024,188.33,31.55,277.45,Positive,6781,81.82,127.3
2028,287.64,69.75,178.74,Negative,6644,73.97,225.39
2027,309.48,147.54,64.99,Negative,4276,77.64,107.35
2027,233.94,138.74,213.43,Negative,4326,72.5,138.41
2027,371.87,115.63,93.47,Negative,3156,79.68,295.92
2032,262.84,79.8,183.33,Neutral,7871,61.25,230.37
2032,403.46,94.2,136.82,Neutral,9401,89.55,272.32
2030,270.75,64.15,241.4,Positive,3523,73.0,85.84
2023,156.28,40.75,170.49,Neutral,9330,79.21,297.6
2026,241.98,147.56,95.19,Positive,4205,62.69,233.47
2030,427.66,87.8,171.19,Neutral,2466,89.68,149.13
2030,162.37,45.5,72.25,Negative,4472,83.04,263.23
2029,352.43,81.96,227.18,Neutral,7090,80.32,224.45
2026,240.48,12.88,294.23,Positive,6447,86.95,128.25
2025,238.56,61.71,272.18,Positive,1189,85.0,61.29
2027,147.94,133.1,244.8,Negative,3700,69.46,178.24
2029,445.48,53.93,111.29,Positive,3839,60.53,117.0
2025,347.14,120.18,133.57,Positive,5102,78.45,255.59
2027,187.38,85.94,142.78,Negative,8975,81.69,57.28
2026,306.6,77.8,160.75,Positive,7882,69.91,183.91
2028,261.96,33.83,100.65,Neutral,9734,65.97,268.92
2026,350.62,21.38,270.09,Positive,5409,76.65,244.93
2023,449.01,83.46,55.56,Positive,2098,63.31,247.34
2029,222.34,16.81,218.91,Neutral,9102,84.88,97.7
2029,437.66,122.96,206.2,Neutral,3403,71.49,100.91
2030,497.8,11.68,185.23,Neutral,6700,80.06,147.07
2026,288.66,47.65,64.01,Neutral,9810,61.58,187.62
2032,313.44,28.8,283.16,Negative,8265,83.79,149.58
2032,248.85,95.36,118.59,Neutral,4094,87.92,283.11
2027,142.66,144.98,193.32,Positive,7279,75.7,97.04
2028,242.91,134.75,198.42,Positive,9041,67.43,263.81
2027,460.8,143.29,260.53,Negative,6277,74.75,268.15
2026,408.76,82.33,202.42,Positive,3966,68.25,219.4
2028,327.29,65.78,294.46,Negative,1140,76.57,228.09
2024,126.1,130.32,267.12,Neutral,6318,80.39,294.51
2031,206.06,12.37,169.93,Positive,3946,88.69,269.89
2030,153.26,63.98,285.74,Positive,2161,75.71,184.25
2031,282.24,60.87,207.39,Negative,2526,85.11,122.48
2029,256.14,137.35,106.39,Positive,4717,78.51,244.84
2024,191.92,15.31,204.57,Positive,5723,62.94,81.81
2029,195.67,92.61,160.82,Neutral,3203,74.95,256.15
2027,211.45,65.08,82.96,Neutral,7007,68.91,282.87
2024,307.64,123.46,156.93,Positive,1915,73.04,154.43
2032,394.85,89.02,271.67,Negative,9464,79.42,111.59
2027,419.27,120.13,141.13,Positive,5290,77.82,149.85
2031,391.95,114.9,99.03,Neutral,2205,79.37,102.39
2029,335.17,127.93,121.14,Neutral,4759,64.53,122.43
2025,117.13,104.61,153.67,Negative,5027,60.66,181.63
2032,253.74,113.37,243.55,Negative,4603,72.4,53.57
2030,338.54,58.18,120.39,Positive,2166,72.6,272.43
2029,130.14,142.53,280.13,Positive,1333,74.04,73.21
2023,458.3,36.34,132.8,Neutral,4980,60.23,155.78
2028,130.76,38.71,228.87,Neutral,1707,68.32,187.75
2026,477.12,50.73,280.75,Negative,9800,83.42,140.95
2031,305.19,113.41,276.82,Positive,1519,67.47,192.96
2032,283.17,27.86,158.18,Neutral,7812,75.08,190.32
2024,470.63,101.27,278.17,Positive,6714,70.68,110.28
2029,180.43,27.42,136.26,Neutral,4647,87.57,177.89
2027,280.84,52.09,192.84,Positive,6140,69.97,197.84
2030,233.03,28.58,252.89,Neutral,9625,75.1,242.18
2025,141.51,63.88,244.03,Negative,2602,69.97,152.83
2027,200.16,134.37,238.9,Neutral,4867,76.76,186.14
2027,244.39,30.39,133.08,Neutral,9885,89.71,143.57
2023,436.68,33.81,129.01,Negative,1224,77.5,169.52
2023,259.45,116.16,212.72,Negative,3251,83.89,149.12
2028,398.7,88.77,70.83,Negative,3646,66.58,114.47
2025,368.44,144.11,242.41,Negative,4491,89.53,167.14
2026,112.85,109.5,257.56,Positive,5768,80.65,118.1
2023,469.86,24.5,185.75,Positive,7382,68.14,211.46
2032,246.52,100.36,286.88,Negative,2097,78.27,251.83
2030,134.42,17.77,269.46,Negative,9502,60.61,89.65
2025,386.79,91.56,85.83,Positive,4718,70.65,173.92
2029,352.11,85.54,63.08,Negative,8274,73.54,266.41
2024,275.35,12.36,87.9,Positive,9148,65.79,250.49
2023,347.1,29.7,286.29,Negative,5651,60.84,282.95
2029,117.29,57.95,69.21,Positive,3814,77.17,266.86
2026,147.66,44.29,75.04,Neutral,2858,77.86,135.69
2030,246.21,20.69,213.83,Positive,5442,69.1,189.77
2029,110.68,75.22,64.42,Positive,4618,76.82,266.55
2025,310.47,27.92,168.66,Positive,9069,73.38,67.37
2023,461.34,11.19,104.17,Neutral,9796,85.92,77.42
2031,338.79,89.67,58.92,Neutral,2517,70.62,105.83
2026,356.14,75.56,264.5,Negative,5960,89.55,277.78
2030,244.9,101.14,215.55,Negative,7649,88.01,247.5
2023,469.02,21.4,222.11,Positive,8108,61.06,64.91
2032,145.46,108.67,262.7,Positive,9956,66.33,175.98
2023,262.8,70.35,291.97,Positive,8838,69.46,233.46
2024,150.29,76.55,237.76,Negative,1561,71.61,137.46
2026,292.99,122.73,251.25,Neutral,3806,62.55,117.81
2027,309.48,21.08,79.42,Positive,3322,75.64,119.3
2023,369.41,69.32,177.71,Negative,7590,61.38,100.82
2028,429.3,119.9,272.9,Positive,8715,78.18,72.28
2028,308.73,70.77,97.99,Negative,3211,72.04,248.89
2027,171.1,86.5,79.93,Negative,6119,68.75,269.58
2032,310.61,85.52,265.18,Negative,5318,67.21,151.63
2031,497.09,144.29,51.49,Neutral,2749,60.41,186.33
2029,174.73,96.75,279.34,Negative,6331,89.3,290.44
2031,417.2,148.4,273.09,Negative,8546,87.36,228.15
2029,175.7,123.12,115.21,Positive,5275,61.0,179.25
2029,226.77,95.49,291.71,Neutral,6434,88.07,191.41
2026,367.58,126.52,193.46,Neutral,4754,67.02,69.98
2032,258.37,143.59,279.17,Neutral,4960,83.42,205.68
2024,360.23,59.86,290.94,Neutral,9353,85.44,280.08
2023,314.57,113.89,224.04,Neutral,4519,81.49,299.47
2023,359.29,64.95,273.57,Neutral,6774,83.57,275.09
2027,350.2,64.9,297.39,Positive,7952,71.46,213.46
2027,319.0,58.79,158.58,Neutral,4457,70.08,185.64
2025,164.91,11.74,92.82,Positive,6955,60.65,108.29
2030,263.01,77.92,217.25,Neutral,9414,86.55,295.26
2029,318.59,57.84,119.25,Negative,1948,77.59,224.8
2024,433.9,14.64,117.09,Negative,3923,70.15,134.27
2025,209.07,10.47,229.96,Negative,9294,65.01,293.54
2025,348.88,11.7,172.16,Positive,4689,87.55,145.33
2028,312.79,39.97,206.32,Positive,9526,86.61,62.31
2031,328.78,148.18,256.47,Positive,5129,81.77,103.58
2025,260.66,36.15,206.1,Neutral,7990,85.11,211.04
2023,436.82,110.85,257.49,Negative,2307,87.67,228.29
2031,476.73,101.78,107.86,Neutral,9551,71.21,207.97
2023,430.39,50.78,252.15,Negative,9265,84.07,182.37
2028,186.6,26.37,174.75,Neutral,5425,79.58,108.04
2032,393.55,49.85,129.45,Negative,8654,63.73,62.48
2030,141.38,58.66,60.88,Neutral,7697,70.67,130.53
2025,350.55,72.36,72.96,Neutral,9250,78.34,67.23
2026,464.82,74.48,60.25,Neutral,8126,62.01,266.88
2030,124.15,121.66,58.75,Positive,4437,85.87,89.41
2028,338.86,74.06,135.19,Neutral,7074,69.34,159.53
2024,180.58,149.13,173.21,Neutral,1885,64.99,273.58
2024,446.57,13.05,219.89,Positive,5907,68.81,257.03
2032,459.3,98.18,235.2,Negative,7772,83.28,203.43
2032,303.43,21.54,233.99,Negative,1524,65.49,201.51
2031,254.98,23.23,97.69,Neutral,3238,85.61,69.32
2030,374.85,79.8,97.67,Positive,9243,72.22,147.51
2030,177.51,52.5,205.24,Positive,4902,86.68,108.71
2028,245.75,141.4,215.7,Positive,8051,71.37,169.68
2031,446.81,24.72,139.09,Negative,7411,73.96,71.63
2030,215.43,124.05,122.51,Negative,4080,84.49,227.0
2027,439.24,84.9,82.61,Neutral,3446,75.82,178.64
2029,362.34,137.57,73.31,Neutral,1803,76.4,279.99
2030,338.53,68.21,125.0,Neutral,5182,82.38,217.68
2031,382.18,115.59,110.61,Neutral,1325,71.83,241.67
2023,270.93,118.38,167.6,Positive,9140,75.82,104.85
2027,174.61,140.04,197.83,Neutral,9963,65.52,288.59
2028,449.56,89.88,269.58,Negative,4233,88.79,75.0
2025,364.07,121.25,237.83,Neutral,6928,71.95,101.6
2031,444.11,147.72,175.95,Neutral,8177,60.96,214.2
2025,252.15,10.5,203.81,Negative,3560,77.09,214.18
2032,236.52,145.33,198.54,Positive,7063,67.94,102.51
2030,152.21,99.45,169.24,Positive,7582,82.07,117.5
2031,498.95,147.26,184.53,Negative,5809,72.85,182.85
2026,470.72,78.63,260.5,Positive,1714,70.11,206.2
2028,143.4,69.97,166.18,Positive,2828,65.83,265.26
2026,353.37,33.18,151.23,Negative,1495,79.9,101.13
2023,475.68,123.29,255.16,Negative,9756,64.3,56.51
2027,407.5,127.19,99.81,Neutral,4962,61.26,292.6
2023,250.55,52.15,77.41,Neutral,8855,86.21,179.26
2024,348.92,74.71,283.92,Negative,6565,84.58,277.77
2030,495.91,52.31,119.38,Neutral,6492,60.1,100.31
2028,494.32,74.99,199.34,Negative,8095,68.68,203.66
2028,170.89,105.51,182.62,Neutral,8913,68.56,180.09
2030,148.74,86.81,52.98,Positive,4514,80.93,68.21
2032,111.41,39.55,158.12,Positive,5357,61.33,197.27
2030,131.24,142.04,74.85,Neutral,6251,60.01,270.57
2023,403.12,60.64,234.55,Neutral,2437,66.98,270.19
2031,208.38,115.76,193.64,Neutral,8399,72.16,95.98
2030,253.34,76.49,200.07,Positive,8509,61.17,237.67
2024,271.26,66.51,228.17,Negative,2639,80.37,203.03
2027,434.73,69.59,105.37,Positive,7799,84.78,128.27
2025,485.09,31.44,296.44,Negative,4381,70.46,271.02
2023,125.6,29.07,95.27,Negative,8691,78.47,187.69
2026,133.38,118.0,61.95,Positive,1638,87.33,136.74
2025,466.73,99.98,58.3,Positive,7607,80.48,113.21
2031,257.31,111.01,131.21,Negative,2015,70.23,114.03
2029,419.45,74.2,99.96,Negative,9056,64.72,102.62
2024,452.14,28.45,80.56,Positive,6961,84.63,94.53
2024,110.95,107.46,290.11,Positive,7037,67.04,78.37
2024,237.75,103.0,274.82,Positive,6566,81.39,283.84
2032,176.92,19.59,267.0,Neutral,6867,68.2,124.43
2026,404.26,35.46,92.4,Neutral,3880,67.38,222.18
2025,326.21,136.22,173.87,Positive,1690,77.29,283.47
2030,235.67,51.77,60.35,Negative,7793,68.36,182.63
2023,364.85,32.11,276.04,Neutral,6842,63.46,124.99
2025,474.58,64.92,159.75,Positive,4411,65.47,293.46
2024,470.13,132.42,135.44,Neutral,7853,61.05,212.85
2028,283.74,137.07,91.97,Neutral,5231,62.2,105.84
2023,418.95,63.43,121.98,Positive,2293,66.13,221.9
2023,473.55,15.23,175.07,Neutral,5334,77.64,119.22
2030,271.05,27.42,182.54,Positive,6019,89.45,142.44
2030,188.51,37.42,82.66,Positive,7609,67.41,110.91
2024,473.21,115.8,247.42,Positive,7018,60.81,161.08
2030,428.87,119.01,272.5,Positive,7834,67.14,155.96
2027,215.1,147.62,60.47,Positive,1218,61.43,122.09
2026,455.35,13.58,151.58,Positive,2105,71.13,93.16
2031,381.72,113.91,222.01,Positive,9524,63.35,120.43
2024,318.5,43.25,219.78,Positive,5973,61.51,93.27
2027,212.49,38.57,286.46,Neutral,4879,74.53,184.44
2031,322.2,120.79,193.46,Neutral,4324,80.03,140.37
2029,205.89,53.51,199.99,Neutral,7671,60.16,283.4
2029,467.81,51.04,130.71,Neutral,3853,70.59,110.06
2023,398.03,89.4,126.38,Negative,6013,81.47,180.45
2025,129.48,81.71,255.69,Neutral,3473,60.23,193.17
2025,456.12,115.17,291.32,Negative,1542,81.76,182.63
2027,177.95,21.35,248.89,Neutral,4571,85.71,202.08
2031,256.57,148.59,101.97,Positive,2128,83.76,298.34
2028,295.82,107.49,77.61,Neutral,6848,79.59,214.93
2029,398.3,45.49,268.92,Neutral,2775,85.96,154.45
2023,428.98,146.12,146.82,Neutral,9411,60.92,87.5
2026,445.27,60.39,209.83,Negative,9714,77.01,241.11
2032,310.25,97.46,239.38,Positive,4072,82.85,138.5
2031,495.03,60.52,255.12,Positive,7855,63.64,120.38
2031,375.4,20.36,100.82,Negative,6835,61.9,116.94
2025,133.97,96.9,270.52,Positive,9567,62.29,244.62
2032,245.1,27.5,86.01,Positive,7212,82.7,259.23
2024,448.41,100.37,286.54,Neutral,8326,86.07,185.42
2032,451.88,147.17,173.44,Negative,1898,85.58,211.37
2030,327.99,33.58,215.93,Neutral,5570,81.73,225.18
2032,191.97,57.31,299.54,Positive,7461,88.11,135.23
2029,226.64,144.83,252.54,Negative,2093,87.18,106.66
2026,321.23,85.15,229.48,Neutral,8926,82.39,282.56
2030,489.58,73.21,77.9,Negative,7025,69.18,87.15
2023,144.96,73.26,98.1,Negative,1974,74.36,76.0
2031,163.18,84.97,291.58,Neutral,1658,65.59,281.7
2026,160.79,65.09,64.07,Positive,4433,65.94,185.51
2026,230.73,32.6,53.28,Negative,3826,74.29,296.94
2032,420.58,85.42,125.04,Positive,4429,88.27,299.33
2028,383.66,130.42,296.72,Positive,6704,65.43,165.5
2032,279.86,49.26,85.21,Positive,5724,69.37,277.38
2031,358.27,88.32,61.44,Positive,5954,78.84,298.52
2025,409.95,85.56,87.17,Neutral,6050,77.51,267.66
2024,190.51,146.56,298.8,Neutral,7066,66.93,149.8
2031,487.1,24.21,174.44,Neutral,8811,63.7,176.22
2031,421.82,130.4,139.91,Positive,3264,75.51,61.43
2023,481.23,43.92,167.88,Negative,4073,83.68,291.13
2026,387.8,49.24,228.62,Negative,7141,87.96,163.08
2027,484.77,130.01,65.01,Positive,5100,83.54,295.48
2028,256.05,104.16,222.63,Negative,1633,70.16,152.94
2032,392.99,60.61,223.27,Negative,1856,69.74,129.76
2031,387.72,71.49,246.7,Negative,1016,78.1,153.4
2025,482.32,91.23,220.5,Neutral,7777,71.45,233.66
2031,472.89,48.03,235.61,Neutral,4338,65.3,208.75
2030,463.06,110.15,223.97,Neutral,7913,78.99,250.93
2032,349.04,15.01,54.32,Neutral,9302,84.39,261.2
2023,138.91,45.51,215.76,Positive,7369,69.4,225.38
2026,100.07,32.76,270.65,Negative,3774,73.22,249.15
2029,465.81,15.07,110.92,Neutral,8636,69.66,60.27
2031,196.97,93.23,270.96,Positive,4450,88.76,243.32
2024,249.42,119.72,161.7,Neutral,1109,81.11,55.73
2031,323.2,139.66,75.51,Negative,8732,71.09,91.78
2023,348.45,66.86,128.69,Neutral,1848,73.98,237.46
2026,324.98,27.33,70.01,Neutral,7306,88.77,178.81
2026,262.72,47.75,74.42,Neutral,7086,84.75,58.32
2023,249.86,12.36,147.57,Positive,8247,72.96,64.18
2027,232.07,62.99,286.28,Positive,8972,66.06,88.67
2027,466.06,43.29,157.25,Neutral,8053,64.0,180.84
2026,182.22,15.71,218.07,Positive,1201,60.53,112.84
2028,346.74,34.16,153.26,Neutral,6363,68.45,277.15
2029,480.39,91.47,248.93,Positive,3291,73.62,269.83
2025,195.48,37.89,174.06,Neutral,4352,69.67,213.0
2032,343.16,62.26,176.45,Neutral,8168,88.69,241.21
2031,399.31,142.96,174.85,Neutral,3197,75.64,220.82
2025,125.58,85.21,261.47,Positive,7152,83.49,259.1
2030,313.56,141.49,231.38,Neutral,5862,71.78,148.71
2026,299.96,132.35,131.71,Positive,9379,85.73,276.67
2028,253.62,95.38,175.54,Positive,9078,64.68,280.11
2026,401.38,44.41,218.47,Positive,9551,65.09,224.34
2029,127.38,77.41,92.32,Negative,8550,82.48,150.08
2029,213.99,62.92,253.91,Negative,1373,86.75,171.15
2028,248.97,120.59,59.83,Positive,1787,71.47,211.89
2024,160.01,80.67,103.08,Negative,6447,64.97,148.78
2031,138.82,70.57,134.53,Positive,1583,68.88,271.61
2024,288.38,122.12,165.17,Positive,3220,87.17,186.2
2024,328.94,19.75,188.22,Neutral,7655,66.43,167.76
2025,349.15,46.35,195.44,Neutral,3297,63.68,59.33
2026,318.08,87.62,207.98,Neutral,2037,63.25,290.32
2026,352.47,54.29,90.24,Positive,7121,60.52,293.43
2024,345.31,123.92,56.57,Negative,4625,82.76,186.54
2026,306.67,148.86,63.66,Positive,9497,62.74,89.95
2031,152.0,107.18,279.37,Negative,3098,62.24,150.72
2028,177.28,131.54,76.08,Neutral,4726,87.09,277.11
2030,467.97,15.87,148.9,Positive,8583,81.98,288.3
2032,397.8,24.79,295.44,Neutral,5392,64.95,181.06
2028,431.68,10.92,105.78,Positive,4520,62.9,166.58
2031,441.01,97.56,209.93,Positive,5692,79.6,180.5
2025,121.11,35.24,206.74,Positive,2440,72.09,230.64
2028,485.36,40.12,187.92,Positive,3598,89.96,100.3
2029,455.47,75.56,153.46,Negative,5473,70.08,95.49
2031,378.96,104.32,113.7,Positive,5418,87.1,170.83
2028,156.8,100.73,265.77,Negative,6176,66.85,140.32
2032,138.39,65.39,178.69,Positive,2984,62.28,137.12
2031,461.28,33.41,169.12,Positive,7714,89.3,286.78
2027,201.35,134.82,285.26,Negative,4348,86.14,177.86
2032,374.56,73.33,179.35,Negative,1170,82.94,258.86
2025,357.33,42.12,89.43,Negative,1129,83.76,167.07
2023,380.93,119.93,178.18,Negative,7287,60.87,148.77
2023,320.64,147.82,229.7,Positive,9316,67.31,124.27
2026,391.74,61.71,213.36,Neutral,8663,63.78,108.71
2025,413.05,102.93,220.8,Neutral,8381,68.67,122.58
2031,122.22,30.82,194.2,Neutral,2042,62.29,280.19
2032,342.38,77.37,235.35,Negative,6099,79.46,130.97
2031,470.83,46.74,108.12,Positive,6471,73.24,128.54
2024,193.05,97.71,280.3,Positive,5100,84.09,169.15
2024,302.22,62.83,224.19,Positive,2132,79.15,264.8
2027,173.36,118.9,100.17,Negative,2041,72.88,298.76
2026,463.63,40.55,181.09,Neutral,2036,83.84,95.74
2028,199.33,62.19,236.23,Negative,6710,64.61,110.7
2024,459.75,82.7,176.47,Neutral,6351,79.83,159.79
2028,421.43,40.16,181.84,Neutral,8936,77.33,142.2
2026,384.17,22.79,292.64,Negative,2274,79.44,277.07
2026,485.47,66.04,140.95,Positive,6273,74.95,173.58
2028,245.13,95.84,269.55,Negative,9803,61.28,292.31
2032,137.96,93.92,120.26,Negative,6032,75.2,196.17
2023,431.24,120.82,270.65,Positive,8426,81.7,67.67
2026,374.69,136.82,143.23,Positive,9720,75.92,176.82
2025,426.98,38.9,181.86,Neutral,3657,75.33,69.79
2030,148.65,118.26,66.94,Neutral,5669,83.21,267.8
2031,152.47,92.95,218.06,Positive,5225,82.22,56.18
2027,128.32,62.71,70.27,Positive,9400,71.28,274.26
2023,281.73,107.19,257.98,Positive,2037,86.77,79.5
2023,430.8,49.85,161.51,Neutral,5004,68.06,157.85
2030,454.57,81.35,229.25,Negative,9678,80.11,275.28
2024,308.4,96.98,72.84,Neutral,3190,66.82,113.56
2029,424.98,114.13,197.75,Negative,5719,72.82,293.18
2032,201.59,42.21,202.84,Neutral,3078,84.9,226.03
